Id,Name,Link,ConformanceUnits
3003,XmlQName,"https://reference.opcfoundation.org/XML/v100/docs/6.2","XML Data Types;"
3006,XmlToken,"https://reference.opcfoundation.org/XML/v100/docs/6.3","XML Data Types;"
3009,XmlNmToken,"https://reference.opcfoundation.org/XML/v100/docs/6.4","XML Data Types;"
3012,XmlName,"https://reference.opcfoundation.org/XML/v100/docs/6.5","XML Data Types;"
3015,XmlNcName,"https://reference.opcfoundation.org/XML/v100/docs/6.6","XML Data Types;"
3018,XmlId,"https://reference.opcfoundation.org/XML/v100/docs/6.7","XML Data Types;"
3021,XmlIdRef,"https://reference.opcfoundation.org/XML/v100/docs/6.8","XML Data Types;"
3024,XmlEntity,"https://reference.opcfoundation.org/XML/v100/docs/6.9","XML Data Types;"
3027,XmlInteger,"https://reference.opcfoundation.org/XML/v100/docs/6.10","XML Data Types;"
3030,XmlNonPositiveInteger,"https://reference.opcfoundation.org/XML/v100/docs/6.11","XML Data Types;"
3033,XmlNegativeInteger,"https://reference.opcfoundation.org/XML/v100/docs/6.12","XML Data Types;"
3036,XmlNonNegativeInteger,"https://reference.opcfoundation.org/XML/v100/docs/6.13","XML Data Types;"
3039,XmlPositiveInteger,"https://reference.opcfoundation.org/XML/v100/docs/6.14","XML Data Types;"
3042,XmlHexBinary,"https://reference.opcfoundation.org/XML/v100/docs/6.15","XML Data Types;"
3045,XmlYearMonthDuration,"https://reference.opcfoundation.org/XML/v100/docs/6.16","XML Data Types;"
3048,XmlGYearMonth,"https://reference.opcfoundation.org/XML/v100/docs/6.17","XML Data Types;"
3051,XmlDayTimeDuration,"https://reference.opcfoundation.org/XML/v100/docs/6.18","XML Data Types;"
3054,XmlGYear,"https://reference.opcfoundation.org/XML/v100/docs/6.19","XML Data Types;"
3057,XmlGMonth,"https://reference.opcfoundation.org/XML/v100/docs/6.20","XML Data Types;"
3060,XmlGDay,"https://reference.opcfoundation.org/XML/v100/docs/6.21","XML Data Types;"
3063,XmlGMonthDay,"https://reference.opcfoundation.org/XML/v100/docs/6.22","XML Data Types;"
3066,XmlTime,"https://reference.opcfoundation.org/XML/v100/docs/6.23","XML Data Types;"
3069,XmlDate,"https://reference.opcfoundation.org/XML/v100/docs/6.24","XML Data Types;"
5001,http://opcfoundation.org/UA/XML/,"https://reference.opcfoundation.org/XML/v100/docs/8.1",""
