IEC CDD Code,UnitId,DisplayName,Description
0112/2///62720#UAA450,705745584,ft/(s·°F),foot per second degree Fahrenheit
0112/2///62720#UAA451,705745585,ft/(s·psi),foot per second psi
0112/2///62720#UAA452,705745586,ft/s²,foot per second squared
0112/2///62720#UAA453,705745587,ft⁻³,reciprocal cubic foot
0112/2///62720#UAA454,705745588,ft²,square foot
0112/2///62720#UAA455,705745589,ft²/s,square foot per second
0112/2///62720#UAA456,705745590,ft³,cubic foot
0112/2///62720#UAA457,705745591,ft³/°F,cubic foot per degree Fahrenheit
0112/2///62720#UAA458,705745592,ft³/d,cubic foot per day
0112/2///62720#UAA459,705745593,ft³/h,cubic foot per hour
0112/2///62720#UAA460,705745616,ft³/psi,cubic foot per psi
0112/2///62720#UAA461,705745617,ft³/min,cubic foot per minute
0112/2///62720#UAA462,705745618,ft³/s,cubic foot per second
0112/2///62720#UAA463,705745619,ftH₂O,foot of water
0112/2///62720#UAA464,705745620,ftHg,foot of mercury
0112/2///62720#UAA465,705745621,g,gram
0112/2///62720#UAA467,705745623,g/K,gram per kelvin
0112/2///62720#UAA468,705745624,g/bar,gram per bar
0112/2///62720#UAA469,705745625,g/cm³,gram per cubic centimetre
0112/2///62720#UAA470,705745648,g/(cm³·K),gram per cubic centimetre kelvin
0112/2///62720#UAA471,705745649,g/(cm³·bar),gram per cubic centimetre bar
0112/2///62720#UAA472,705745650,g/d,gram per day
0112/2///62720#UAA473,705745651,g/(d·K),gram per day kelvin
0112/2///62720#UAA474,705745652,g/(d·bar),gram per day bar
0112/2///62720#UAA475,705745653,g/dm³,gram per cubic decimetre
0112/2///62720#UAA476,705745654,g/(dm³·K),gram per cubic decimetre kelvin
0112/2///62720#UAA477,705745655,g/(dm³·bar),gram per cubic decimetre bar
0112/2///62720#UAA478,705745656,g/h,gram per hour
0112/2///62720#UAA479,705745657,g/(h·K),gram per hour kelvin
0112/2///62720#UAA480,705745680,g/(h·bar),gram per hour bar
0112/2///62720#UAA481,705745681,g/kg,gram per kilogram
0112/2///62720#UAA482,705745682,g/l,gram per litre
0112/2///62720#UAA483,705745683,g/(l·K),gram per litre kelvin
0112/2///62720#UAA484,705745684,g/(l·bar),gram per litre bar
0112/2///62720#UAA485,705745685,g/m,gram per metre
0112/2///62720#UAA486,705745686,g/m²,gram per square metre
0112/2///62720#UAA487,705745687,g/m³,gram per cubic metre
0112/2///62720#UAA488,705745688,g/(m³·K),gram per cubic metre kelvin
0112/2///62720#UAA489,705745689,g/(m³·bar),gram per cubic metre bar
0112/2///62720#UAA490,705745712,g/min,gram per minute
0112/2///62720#UAA491,705745713,g/(min·K),gram per minute kelvin
0112/2///62720#UAA492,705745714,g/(min·bar),gram per minute bar
0112/2///62720#UAA493,705745715,g/ml,gram per millilitre
0112/2///62720#UAA494,705745716,g/(ml·K),gram per millilitre kelvin
0112/2///62720#UAA495,705745717,g/(ml·bar),gram per millilitre bar
0112/2///62720#UAA496,705745718,g/mol,gram per mole
0112/2///62720#UAA497,705745719,g/s,gram per second
0112/2///62720#UAA498,705745720,g/(s·K),gram per second kelvin
0112/2///62720#UAA499,705745721,g/(s·bar),gram per second bar
0112/2///62720#UAA500,705746448,gal (UK),gallon (UK)
0112/2///62720#UAA501,705746449,gal (UK)/d,gallon (UK) per day
0112/2///62720#UAA502,705746450,gal (UK)/h,gallon (UK) per hour
0112/2///62720#UAA503,705746451,gal (UK)/min,gallon (UK) per minute
0112/2///62720#UAA504,705746452,gal (UK)/s,gallon (UK) per second
0112/2///62720#UAA505,705746453,gal (US liq.),gallon (US)
0112/2///62720#UAA506,705746454,gal (US liq.)/d,gallon (US) per day
0112/2///62720#UAA507,705746455,gal (US liq.)/h,gallon (US) per hour
0112/2///62720#UAA508,705746456,gal (US liq.)/min,gallon (US) per minute
0112/2///62720#UAA509,705746457,gal (US liq.)/s,gallon (US liquid) per second
0112/2///62720#UAA510,705746480,gf/cm²,gram-force per square centimetre
0112/2///62720#UAA511,705746481,gi (UK),gill (UK)
0112/2///62720#UAA512,705746482,gi (UK)/d,gill (UK) per day
0112/2///62720#UAA513,705746483,gi (UK)/h,gill (UK) per hour
0112/2///62720#UAA514,705746484,gi (UK)/min,gill (UK) per minute
0112/2///62720#UAA515,705746485,gi (UK)/s,gill (UK) per second
0112/2///62720#UAA516,705746486,gi (US liq.),gill (US)
0112/2///62720#UAA517,705746487,gi (US)/d,gill (US) per day
0112/2///62720#UAA518,705746488,gi (US)/h,gill (US) per hour
0112/2///62720#UAA519,705746489,gi (US)/min,gill (US) per minute
0112/2///62720#UAA520,705746512,gi (US)/s,gill (US) per second
0112/2///62720#UAA521,705746513,gn,standard acceleration of free fall
0112/2///62720#UAA522,705746514,gon,gon
0112/2///62720#UAA523,705746515,gr,grain
0112/2///62720#UAA524,705746516,gr/gal (US),grain per gallon (US)
0112/2///62720#UAA525,705746517,h,hour
0112/2///62720#UAA526,705746518,h⁻¹,reciprocal hour
0112/2///62720#UAA527,705746519,hPa,hectopascal
0112/2///62720#UAA528,705746520,hPa/K,hectopascal per kelvin
0112/2///62720#UAA529,705746521,hPa/bar,hectopascal per bar
0112/2///62720#UAA530,705746544,hPa·l/s,hectopascal litre per second
0112/2///62720#UAA531,705746545,hPa·m³/s,hectopascal cubic metre per second
0112/2///62720#UAA532,705746546,ha,hectare
0112/2///62720#UAA533,705746547,hl,hectolitre
0112/2///62720#UAA534,705746548,metric hp,horsepower (metric)
0112/2///62720#UAA535,705746549,boiler hp,horsepower (boiler)
0112/2///62720#UAA536,705746550,bhp,horsepower (brake)
0112/2///62720#UAA537,705746551,electric hp,horsepower (electric)
0112/2///62720#UAA538,705746552,water hp,horsepower (water)
0112/2///62720#UAA539,705746553,in,inch
0112/2///62720#UAA540,705746576,in/°F,inch per degree Fahrenheit
0112/2///62720#UAA541,705746577,in/psi,inch per psi
0112/2///62720#UAA542,705746578,in/s,inch per second
0112/2///62720#UAA543,705746579,in/(s·°F),inch per second degree Fahrenheit
0112/2///62720#UAA544,705746580,in/(s·psi),inch per second psi
0112/2///62720#UAA545,705746581,in⁴,inch to the fourth power
0112/2///62720#UAA546,705746582,in⁻³,reciprocal cubic inch
0112/2///62720#UAA547,705746583,in²,square inch
0112/2///62720#UAA548,705746584,in²/s,square inch per second
0112/2///62720#UAA549,705746585,in³,cubic inch
0112/2///62720#UAA550,705746608,in³/h,cubic inch per hour
0112/2///62720#UAA551,705746609,in³/min,cubic inch per minute
0112/2///62720#UAA552,705746610,in³/s,cubic inch per second
0112/2///62720#UAA553,705746611,inH₂O,inch of water
0112/2///62720#UAA554,705746612,inHg,inch of mercury
0112/2///62720#UAA555,705746613,kΩ,kiloohm
0112/2///62720#UAA556,705746614,kΩ·m,kiloohm metre
0112/2///62720#UAA557,705746615,kA,kiloampere
0112/2///62720#UAA558,705746616,kA/m,kiloampere per metre
0112/2///62720#UAA559,705746617,kA/m²,kiloampere per square metre
0112/2///62720#UAA560,705746640,kBd,kilobaud
0112/2///62720#UAA561,705746641,kBq,kilobecquerel
0112/2///62720#UAA562,705746642,kBq/kg,kilobecquerel per kilogram
0112/2///62720#UAA563,705746643,kC,kilocoulomb
0112/2///62720#UAA564,705746644,kC/m²,kilocoulomb per square metre
0112/2///62720#UAA565,705746645,kC/m³,kilocoulomb per cubic metre
0112/2///62720#UAA566,705746646,kHz,kilohertz
0112/2///62720#UAA567,705746647,kHz·m,kilohertz metre
0112/2///62720#UAA568,705746648,kJ,kilojoule
0112/2///62720#UAA569,705746649,kJ/K,kilojoule per kelvin
0112/2///62720#UAA570,705746672,kJ/kg,kilojoule per kilogram
0112/2///62720#UAA571,705746673,kJ/(kg·K),kilojoule per kilogram kelvin
0112/2///62720#UAA572,705746674,kJ/mol,kilojoule per mole
0112/2///62720#UAA573,705746675,kN,kilonewton
0112/2///62720#UAA574,705746676,kN·m,kilonewton metre
0112/2///62720#UAA575,705746677,kPa,kilopascal
0112/2///62720#UAA576,705746678,kPa/K,kilopascal per kelvin
0112/2///62720#UAA577,705746679,kPa/bar,kilopascal per bar
0112/2///62720#UAA578,705746680,kS,kilosiemens
0112/2///62720#UAA579,705746681,kS/m,kilosiemens per metre
0112/2///62720#UAA580,705746704,kV,kilovolt
0112/2///62720#UAA581,705746705,kV·A,kilovolt ampere
0112/2///62720#UAA582,705746706,kV/m,kilovolt per metre
0112/2///62720#UAA583,705746707,kW,kilowatt
0112/2///62720#UAA584,705746708,kW·h,kilowatt hour
0112/2///62720#UAA585,705746709,kWb/m,kiloweber per metre
0112/2///62720#UAA586,705746710,kbit/s,kilobit per second
0112/2///62720#UAA587,705746711,kcal,kilocalorie (mean)
0112/2///62720#UAA588,705746712,kcalIT/(m·h·°C),kilocalorie (international table) per hour metre degree Celsius
0112/2///62720#UAA589,705746713,kcalIT,kilocalorie (international table)
0112/2///62720#UAA590,705746736,kcalth,kilocalorie (thermochemical)
0112/2///62720#UAA591,705746737,kcalth/min,kilocalorie (thermochemical) per minute
0112/2///62720#UAA592,705746738,kcalth/s,kilocalorie (thermochemical) per second
0112/2///62720#UAA593,705746739,keV,kiloelectronvolt
0112/2///62720#UAA594,705746740,kg,kilogram
0112/2///62720#UAA595,705746741,kg/K,kilogram per kelvin
0112/2///62720#UAA596,705746742,kg/bar,kilogram per bar
0112/2///62720#UAA597,705746743,kg/cm³,kilogram per cubic centimetre
0112/2///62720#UAA598,705746744,kg/(cm³·K),kilogram per cubic centimetre kelvin
0112/2///62720#UAA599,705746745,kg/(cm³·bar),kilogram per cubic centimetre bar
0112/2///62720#UAA600,705747472,kg·cm²,kilogram square centimetre
0112/2///62720#UAA601,705747473,kg/d,kilogram per day
0112/2///62720#UAA602,705747474,kg/(d·K),kilogram per day kelvin
0112/2///62720#UAA603,705747475,kg/(d·bar),kilogram per day bar
0112/2///62720#UAA604,705747476,kg/dm³,kilogram per cubic decimetre
0112/2///62720#UAA605,705747477,kg/(dm³·K),kilogram per cubic decimetre kelvin
0112/2///62720#UAA606,705747478,kg/(dm³·bar),kilogram per cubic decimetre bar
0112/2///62720#UAA607,705747479,kg/h,kilogram per hour
0112/2///62720#UAA608,705747480,kg/(h·K),kilogram per hour kelvin
0112/2///62720#UAA609,705747481,kg/(h·bar),kilogram per hour bar
0112/2///62720#UAA610,705747504,kg/kg,kilogram per kilogram
0112/2///62720#UAA611,705747505,kg/kmol,kilogram per kilomol
0112/2///62720#UAA612,705747506,kg/l,kilogram per litre
0112/2///62720#UAA613,705747507,kg/(l·K),kilogram per litre kelvin
0112/2///62720#UAA614,705747508,kg/(l·bar),kilogram per litre bar
0112/2///62720#UAA615,705747509,kg·m/s,kilogram metre per second
0112/2///62720#UAA616,705747510,kg/m,kilogram per metre
0112/2///62720#UAA617,705747511,kg/m²,kilogram per square metre
0112/2///62720#UAA618,705747512,kg/(m²·s),kilogram per square metre second
0112/2///62720#UAA619,705747513,kg/m³,kilogram per cubic metre
0112/2///62720#UAA620,705747536,kg/(m³·K),kilogram per cubic metre kelvin
0112/2///62720#UAA621,705747537,kg/(m³·bar),kilogram per cubic metre bar
0112/2///62720#UAA622,705747538,kg·m²,kilogram square metre
0112/2///62720#UAA624,705747540,kg/min,kilogram per minute
0112/2///62720#UAA625,705747541,kg/(min·K),kilogram per minute kelvin
0112/2///62720#UAA626,705747542,kg/(min·bar),kilogram per minute bar
0112/2///62720#UAA627,705747543,kg·mm²,kilogram square millimetre
0112/2///62720#UAA628,705747544,kg/mol,kilogram per mole
0112/2///62720#UAA629,705747545,kg/s,kilogram per second
0112/2///62720#UAA630,705747568,kg/(s·K),kilogram per second kelvin
0112/2///62720#UAA631,705747569,kg/(s·bar),kilogram per second bar
0112/2///62720#UAA632,705747570,kgf,kilogram-force
0112/2///62720#UAA633,705747571,kgf/cm²,kilogram-force per square centimetre
0112/2///62720#UAA634,705747572,kgf·m,kilogram-force metre
0112/2///62720#UAA635,705747573,kgf/m²,kilogram-force per square metre
0112/2///62720#UAA636,705747574,kgf/mm²,kilogram-force per square millimetre
0112/2///62720#UAA637,705747575,km,kilometre
0112/2///62720#UAA638,705747576,km/h,kilometre per hour
0112/2///62720#UAA639,705747577,km²,square kilometre
0112/2///62720#UAA640,705747600,kmol,kilomole
0112/2///62720#UAA641,705747601,kmol/h,kilomole per hour
0112/2///62720#UAA642,705747602,kmol/m³,kilomole per cubic metre
0112/2///62720#UAA643,705747603,kmol/(m³·K),kilomole per cubic metre kelvin
0112/2///62720#UAA645,705747605,kmol/min,kilomole per minute
0112/2///62720#UAA646,705747606,kmol/s,kilomole per second
0112/2///62720#UAA647,705747607,ks,kilosecond
0112/2///62720#UAA648,705747608,kvar,kilovolt ampere reactive
0112/2///62720#UAA649,705747609,l,litre
0112/2///62720#UAA650,705747632,l/K,litre per kelvin
0112/2///62720#UAA651,705747633,l/bar,litre per bar
0112/2///62720#UAA652,705747634,l/d,litre per day
0112/2///62720#UAA653,705747635,l/(d·K),litre per day kelvin
0112/2///62720#UAA654,705747636,l/(d·bar),litre per day bar
0112/2///62720#UAA655,705747637,l/h,litre per hour
0112/2///62720#UAA656,705747638,l/(h·K),litre per hour kelvin
0112/2///62720#UAA657,705747639,l/(h·bar),litre per hour bar
0112/2///62720#UAA658,705747640,l/l,litre per litre
0112/2///62720#UAA659,705747641,l/min,litre per minute
0112/2///62720#UAA660,705747664,l/(min·K),litre per minute kelvin
0112/2///62720#UAA661,705747665,l/(min·bar),litre per minute bar
0112/2///62720#UAA662,705747666,l/mol,litre per mole
0112/2///62720#UAA664,705747668,l/s,litre per second
0112/2///62720#UAA665,705747669,l/(s·K),litre per second kelvin
0112/2///62720#UAA666,705747670,l/(s·bar),litre per second bar
0112/2///62720#UAA667,705747671,l⁻¹,reciprocal litre
0112/2///62720#UAA668,705747672,lb/°F,pound (avoirdupois) per degree Fahrenheit
0112/2///62720#UAA669,705747673,lb (avoirdupois),pound (avoirdupois)
0112/2///62720#UAA670,705747696,lb/ft,pound (avoirdupois) per foot
0112/2///62720#UAA671,705747697,lb·ft²,pound (avoirdupois) square foot
0112/2///62720#UAA672,705747698,lb·in²,pound (avoirdupois) square inch
0112/2///62720#UAA673,705747699,lb/d,pound (avoirdupois) per day
0112/2///62720#UAA674,705747700,lb/(ft·h),pound (avoirdupois) per foot hour
0112/2///62720#UAA675,705747701,lb/(ft·s),pound (avoirdupois) per foot second
0112/2///62720#UAA676,705747702,lb/ft³,pound (avoirdupois) per cubic foot
0112/2///62720#UAA677,705747703,lb/(ft³·°F),pound (avoirdupois) per cubic foot degree Fahrenheit
0112/2///62720#UAA678,705747704,lb/(ft³·psi),pound (avoirdupois) per cubic foot psi
0112/2///62720#UAA679,705747705,lb/gal (UK),pound (avoirdupois) per gallon (UK)
0112/2///62720#UAA680,705747728,lb/gal (US liq.),pound (avoirdupois) per gallon (US)
0112/2///62720#UAA682,705747730,lb/h,pound (avoirdupois) per hour
0112/2///62720#UAA683,705747731,lb/(h·°F),pound (avoirdupois) per hour degree Fahrenheit
0112/2///62720#UAA684,705747732,lb/(h·psi),pound (avoirdupois) per hour psi
0112/2///62720#UAA685,705747733,lb/in³,pound (avoirdupois) per cubic inch
0112/2///62720#UAA686,705747734,lb/(in³·°F),pound (avoirdupois) per cubic inch degree Fahrenheit
0112/2///62720#UAA687,705747735,lb/(in³·psi),pound (avoirdupois) per cubic inch psi
0112/2///62720#UAA688,705747736,lb/psi,pound (avoirdupois) per psi
0112/2///62720#UAA689,705747737,lb/min,pound (avoirdupois) per minute
0112/2///62720#UAA690,705747760,lb/(min·°F),pound (avoirdupois) per minute degree Fahrenheit
0112/2///62720#UAA691,705747761,lb/(min·psi),pound (avoirdupois) per minute psi
0112/2///62720#UAA692,705747762,lb/s,pound (avoirdupois) per second
0112/2///62720#UAA693,705747763,lb/(s·°F),pound (avoirdupois) per second degree Fahrenheit
0112/2///62720#UAA694,705747764,lb/(s·psi),pound (avoirdupois) per second psi
0112/2///62720#UAA695,705747765,lb/yd³,pound (avoirdupois) per cubic yard
0112/2///62720#UAA696,705747766,lbf,pound-force
0112/2///62720#UAA697,705747767,lbf·ft,pound-force foot
0112/2///62720#UAA698,705747768,lbf/ft²,pound-force per square foot
0112/2///62720#UAA699,705747769,lbf·in,pound-force inch
0112/2///62720#UAA700,705748496,lbf/in,pound-force per inch
0112/2///62720#UAA701,705748497,psi,pound-force per square inch
0112/2///62720#UAA702,705748498,psi/°F,pound-force per square inch per degree Fahrenheit
0112/2///62720#UAA703,705748499,psi·in³/s,psi cubic inch per second
0112/2///62720#UAA704,705748500,psi·l/s,psi litre per second
0112/2///62720#UAA705,705748501,psi·m³/s,psi cubic metre per second
0112/2///62720#UAA706,705748502,psi·yd³/s,psi cubic yard per second
0112/2///62720#UAA707,705748503,lbf·s/ft²,pound-force second per square foot
0112/2///62720#UAA708,705748504,lbf·s/in²,pound-force second per square inch
0112/2///62720#UAA709,705748505,psi⁻¹,reciprocal psi
0112/2///62720#UAA710,705748528,qt (UK liq.)/d,quart (UK liquid) per day
0112/2///62720#UAA711,705748529,qt (UK liq.)/h,quart (UK liquid) per hour
0112/2///62720#UAA712,705748530,qt (UK liq.)/min,quart (UK liquid) per minute
0112/2///62720#UAA713,705748531,qt (UK liq.)/s,quart (UK liquid) per second
0112/2///62720#UAA714,705748532,qt (US liq.)/d,quart (US liquid) per day
0112/2///62720#UAA715,705748533,qt (US liq.)/h,quart (US liquid) per hour
0112/2///62720#UAA716,705748534,qt (US liq.)/min,quart (US liquid) per minute
0112/2///62720#UAA717,705748535,qt (US liq.)/s,quart (US liquid) per second
0112/2///62720#UAA718,705748536,lm,lumen
0112/2///62720#UAA719,705748537,lm/W,lumen per watt
0112/2///62720#UAA720,705748560,lm·h,lumen hour
0112/2///62720#UAA721,705748561,lm/m²,lumen per square metre
0112/2///62720#UAA722,705748562,lm·s,lumen second
0112/2///62720#UAA723,705748563,lx,lux
0112/2///62720#UAA724,705748564,lx·h,lux hour
0112/2///62720#UAA725,705748565,lx·s,lux second
0112/2///62720#UAA726,705748566,m,metre
0112/2///62720#UAA727,705748567,in/revolution,inch per two pi radiant
0112/2///62720#UAA728,705748568,m/K,metre per kelvin
0112/2///62720#UAA731,705748593,m/bar,metre per bar
0112/2///62720#UAA732,705748594,m/min,metre per minute
0112/2///62720#UAA733,705748595,m/s,metre per second
0112/2///62720#UAA734,705748596,m/(s·Pa),metre per second pascal
0112/2///62720#UAA735,705748597,km/(s·bar),kilometre per second bar
0112/2///62720#UAA736,705748598,m/s²,metre per second squared
0112/2///62720#UAA737,705748599,m⁴,metre to the fourth power
0112/2///62720#UAA738,705748600,m⁻¹,reciprocal metre
0112/2///62720#UAA740,705748624,m⁻³,reciprocal cubic metre
0112/2///62720#UAA741,705748625,mΩ,milliohm
0112/2///62720#UAA742,705748626,mΩ·m,milliohm metre
0112/2///62720#UAA743,705748627,mΩ/m,milliohm per metre
0112/2///62720#UAA744,705748628,m²,square metre
0112/2///62720#UAA745,705748629,m²/J,square metre per joule
0112/2///62720#UAA746,705748630,m²·K/W,square metre kelvin per watt
0112/2///62720#UAA748,705748632,m²/(V·s),square metre per volt second
0112/2///62720#UAA749,705748633,m²·h·°C/kcalIT,square metre hour degree Celsius per kilocalorie (international table)
0112/2///62720#UAA750,705748656,m²/kg,square metre per kilogram
0112/2///62720#UAA751,705748657,m²/mol,square metre per mole
0112/2///62720#UAA752,705748658,m²/s,square metre per second
0112/2///62720#UAA753,705748659,m²/(s·K),square metre per second kelvin
0112/2///62720#UAA755,705748661,m²/sr,square metre per steradian
0112/2///62720#UAA756,705748662,m²/(sr·J),square metre per steradian joule
0112/2///62720#UAA757,705748663,m³,cubic metre
0112/2///62720#UAA758,705748664,m³/K,cubic metre per kelvin
0112/2///62720#UAA759,705748665,m³/bar,cubic metre per bar
0112/2///62720#UAA760,705748688,m³/d,cubic metre per day
0112/2///62720#UAA761,705748689,m³/(d·K),cubic metre per day kelvin
0112/2///62720#UAA762,705748690,m³/(d·bar),cubic metre per day bar
0112/2///62720#UAA763,705748691,m³/h,cubic metre per hour
0112/2///62720#UAA764,705748692,m³/(h·K),cubic metre per hour kelvin
0112/2///62720#UAA765,705748693,m³/(h·bar),cubic metre per hour bar
0112/2///62720#UAA766,705748694,m³/kg,cubic metre per kilogram
0112/2///62720#UAA767,705748695,m³/m³,cubic metre per cubic metre
0112/2///62720#UAA768,705748696,m³/min,cubic metre per minute
0112/2///62720#UAA769,705748697,m³/(min·K),cubic metre per minute kelvin
0112/2///62720#UAA770,705748720,m³/(min·bar),cubic metre per minute bar
0112/2///62720#UAA771,705748721,m³/mol,cubic metre per mole
0112/2///62720#UAA772,705748722,m³/s,cubic metre per second
0112/2///62720#UAA773,705748723,m³/(s·K),cubic metre per second kelvin
0112/2///62720#UAA774,705748724,m³/(s·bar),cubic metre per second bar
0112/2///62720#UAA775,705748725,mA,milliampere
0112/2///62720#UAA776,705748726,mA/bar,milliampere per bar
0112/2///62720#UAA777,705748727,mA·h,milliampere hour
0112/2///62720#UAA778,705748728,mA/in,milliampere per inch
0112/2///62720#UAA781,705748753,mA/mm,milliampere per millimetre
0112/2///62720#UAA782,705748754,mC,millicoulomb
0112/2///62720#UAA783,705748755,mC/kg,millicoulomb per kilogram
0112/2///62720#UAA784,705748756,mC/m²,millicoulomb per square metre
0112/2///62720#UAA785,705748757,mC/m³,millicoulomb per cubic metre
0112/2///62720#UAA786,705748758,mCi,millicurie
0112/2///62720#UAA787,705748759,mF,millifarad
0112/2///62720#UAA788,705748760,mGy,milligray
0112/2///62720#UAA789,705748761,mH,millihenry
0112/2///62720#UAA790,705748784,mH/Ω,millihenry per ohm
0112/2///62720#UAA791,705748785,mH/kΩ,millihenry per kiloohm
0112/2///62720#UAA792,705748786,mJ,millijoule
0112/2///62720#UAA793,705748787,mN,millinewton
0112/2///62720#UAA794,705748788,mN·m,millinewton metre
0112/2///62720#UAA795,705748789,mN/m,millinewton per metre
0112/2///62720#UAA796,705748790,mPa,millipascal
0112/2///62720#UAA797,705748791,mPa·s,millipascal second
0112/2///62720#UAA798,705748792,mPa·s/K,millipascal second per kelvin
0112/2///62720#UAA799,705748793,mPa·s/bar,millipascal second per bar
0112/2///62720#UAA800,705749520,mS,millisiemens
0112/2///62720#UAA801,705749521,mS/cm,millisiemens per centimetre
0112/2///62720#UAA802,705749522,mSv,millisievert
0112/2///62720#UAA803,705749523,mT,millitesla
0112/2///62720#UAA804,705749524,mV,millivolt
0112/2///62720#UAA805,705749525,mV/m,millivolt per metre
0112/2///62720#UAA806,705749526,mV/min,millivolt per minute
0112/2///62720#UAA807,705749527,mW,milliwatt
0112/2///62720#UAA808,705749528,mW/m²,milliwatt per square metre
0112/2///62720#UAA809,705749529,mWb,milliweber
0112/2///62720#UAA810,705749552,mbar,millibar
0112/2///62720#UAA811,705749553,mbar/K,millibar per kelvin
0112/2///62720#UAA812,705749554,mbar/bar,millibar per bar
0112/2///62720#UAA813,705749555,mbar·l/s,millibar litre per second
0112/2///62720#UAA814,705749556,bar·m³/s,bar cubic metre per second
0112/2///62720#UAA815,705749557,mg,milligram
0112/2///62720#UAA816,705749558,mg/K,milligram per kelvin
0112/2///62720#UAA817,705749559,mg/bar,milligram per bar
0112/2///62720#UAA818,705749560,mg/cm²,milligram per square centimetre
0112/2///62720#UAA819,705749561,mg/d,milligram per day
0112/2///62720#UAA820,705749584,mg/(d·K),milligram per day kelvin
0112/2///62720#UAA821,705749585,mg/(d·bar),milligram per day bar
0112/2///62720#UAA822,705749586,mg/g,milligram per gram
0112/2///62720#UAA823,705749587,mg/h,milligram per hour
0112/2///62720#UAA824,705749588,mg/(h·K),milligram per hour kelvin
0112/2///62720#UAA825,705749589,mg/(h·bar),milligram per hour bar
0112/2///62720#UAA826,705749590,mg/kg,milligram per kilogram
0112/2///62720#UAA827,705749591,mg/l,milligram per litre
0112/2///62720#UAA828,705749592,mg/m,milligram per metre
0112/2///62720#UAA829,705749593,mg/m²,milligram per square metre
0112/2///62720#UAA830,705749616,mg/m³,milligram per cubic metre
0112/2///62720#UAA831,705749617,mg/(m³·K),milligram per cubic metre kelvin
0112/2///62720#UAA832,705749618,mg/(m³·bar),milligram per cubic metre bar
0112/2///62720#UAA833,705749619,mg/min,milligram per minute
0112/2///62720#UAA834,705749620,mg/(min·K),milligram per minute kelvin
0112/2///62720#UAA835,705749621,mg/(min·bar),milligram per minute bar
0112/2///62720#UAA836,705749622,mg/s,milligram per second
0112/2///62720#UAA837,705749623,mg/(s·K),milligram per second kelvin
0112/2///62720#UAA838,705749624,mg/(s·bar),milligram per second bar
0112/2///62720#UAA839,705749625,mi,mile (statute mile)
0112/2///62720#UAA840,705749648,microinch,micro-inch
0112/2///62720#UAA841,705749649,mil,milli-inch
0112/2///62720#UAA842,705749650,min,minute
0112/2///62720#UAA843,705749651,min⁻¹,reciprocal minute
0112/2///62720#UAA844,705749652,ml,millilitre
0112/2///62720#UAA845,705749653,ml/K,millilitre per kelvin
0112/2///62720#UAA846,705749654,ml/bar,millilitre per bar
0112/2///62720#UAA847,705749655,ml/d,millilitre per day
0112/2///62720#UAA848,705749656,ml/(d·K),millilitre per day kelvin
0112/2///62720#UAA849,705749657,ml/(d·bar),millilitre per day bar
0112/2///62720#UAA850,705749680,ml/h,millilitre per hour
0112/2///62720#UAA851,705749681,ml/(h·K),millilitre per hour kelvin
0112/2///62720#UAA852,705749682,ml/(h·bar),millilitre per hour bar
0112/2///62720#UAA853,705749683,ml/l,millilitre per litre
0112/2///62720#UAA854,705749684,ml/m³,millilitre per cubic metre
0112/2///62720#UAA855,705749685,ml/min,millilitre per minute
0112/2///62720#UAA856,705749686,ml/(min·K),millilitre per minute kelvin
0112/2///62720#UAA857,705749687,ml/(min·bar),millilitre per minute bar
0112/2///62720#UAA858,705749688,ml/(cm²·min),millilitre per square centimetre minute
0112/2///62720#UAA859,705749689,ml/s,millilitre per second
0112/2///62720#UAA860,705749712,ml/(s·K),millilitre per second kelvin
0112/2///62720#UAA861,705749713,ml/(s·bar),millilitre per second bar
0112/2///62720#UAA862,705749714,mm,millimetre
0112/2///62720#UAA863,705749715,mm/(°C·m),millimetre per degree Celsius metre
0112/2///62720#UAA864,705749716,mm/K,millimetre per kelvin
0112/2///62720#UAA865,705749717,mm/bar,millimetre per bar
0112/2///62720#UAA866,705749718,mm/h,millimetre per hour
0112/2///62720#UAA867,705749719,mm/s,millimetre per second
0112/2///62720#UAA868,705749720,mm/y,millimetre per year
0112/2///62720#UAA869,705749721,mm⁴,millimetre to the fourth power
0112/2///62720#UAA870,705749744,mm⁻³,reciprocal cubic millimetre
0112/2///62720#UAA871,705749745,mm²,square millimetre
0112/2///62720#UAA872,705749746,mm²/s,square millimetre per second
0112/2///62720#UAA873,705749747,mm³,cubic millimetre
0112/2///62720#UAA874,705749748,mm³/m³,cubic millimetre per cubic metre
0112/2///62720#UAA875,705749749,mmH₂O,conventional millimetre of water
0112/2///62720#UAA876,705749750,mmHg,conventional millimetre of mercury
0112/2///62720#UAA877,705749751,mmol,millimole
0112/2///62720#UAA878,705749752,mmol/g,millimole per gram
0112/2///62720#UAA879,705749753,mmol/kg,millimole per kilogram
0112/2///62720#UAA880,705749776,mo,month
0112/2///62720#UAA881,705749777,mo⁻¹,reciprocal month
0112/2///62720#UAA882,705749778,mol,mole
0112/2///62720#UAA883,705749779,mol/dm³,mole per cubic decimetre
0112/2///62720#UAA884,705749780,mol/h,mole per hour
0112/2///62720#UAA885,705749781,mol/kg,mole per kilogram
0112/2///62720#UAA886,705749782,mol/(kg·K),mole per kilogram kelvin
0112/2///62720#UAA887,705749783,mol/(kg·bar),mole per kilogram bar
0112/2///62720#UAA888,705749784,mol/l,mole per litre
