IEC CDD Code,UnitId,DisplayName,Description
0112/2///62720#UAA889,705749785,mol/(l·K),mole per litre kelvin
0112/2///62720#UAA891,705749809,mol/m³,mole per cubic metre
0112/2///62720#UAA892,705749810,mol/(m³·K),mole per cubic metre kelvin
0112/2///62720#UAA894,705749812,mol/min,mole per minute
0112/2///62720#UAA895,705749813,mol/s,mole per second
0112/2///62720#UAA897,705749815,mrad,milliradian
0112/2///62720#UAA898,705749816,mrem,milliroentgen equivalent
0112/2///62720#UAA899,705749817,ms,millisecond
0112/2///62720#UAA900,705750544,nΩ·m,nanoohm metre
0112/2///62720#UAA901,705750545,nA,nanoampere
0112/2///62720#UAA902,705750546,nC,nanocoulomb
0112/2///62720#UAA903,705750547,nF,nanofarad
0112/2///62720#UAA904,705750548,nF/m,nanofarad per metre
0112/2///62720#UAA905,705750549,nH,nanohenry
0112/2///62720#UAA906,705750550,nH/m,nanohenry per metre
0112/2///62720#UAA907,705750551,nS/cm,nanosiemens per centimetre
0112/2///62720#UAA908,705750552,nS/m,nanosiemens per metre
0112/2///62720#UAA909,705750553,nT,nanotesla
0112/2///62720#UAA910,705750576,nW,nanowatt
0112/2///62720#UAA911,705750577,ng/kg,nanogram per kilogram
0112/2///62720#UAA912,705750578,nm,nanometre
0112/2///62720#UAA913,705750579,ns,nanosecond
0112/2///62720#UAA914,705750580,octave,octave
0112/2///62720#UAA915,705750581,1,one
0112/2///62720#UAA916,705750582,oz (US fluid),fluid ounce (US)
0112/2///62720#UAA917,705750583,oz,ounce (avoirdupois)
0112/2///62720#UAA918,705750584,oz/yd³,ounce (avoirdupois) per cubic yard
0112/2///62720#UAA919,705750585,oz/d,ounce (avoirdupois) per day
0112/2///62720#UAA920,705750608,oz/h,ounce (avoirdupois) per hour
0112/2///62720#UAA921,705750609,oz/min,ounce (avoirdupois) per minute
0112/2///62720#UAA922,705750610,oz/s,ounce (avoirdupois) per second
0112/2///62720#UAA923,705750611,oz/gal (UK),ounce (avoirdupois) per gallon (UK)
0112/2///62720#UAA924,705750612,oz/gal (US),ounce (avoirdupois) per gallon (US)
0112/2///62720#UAA925,705750613,oz/in³,ounce (avoirdupois) per cubic inch
0112/2///62720#UAA926,705750614,ozf,ounce (avoirdupois)-force
0112/2///62720#UAA927,705750615,ozf·in,ounce (avoirdupois)-force inch
0112/2///62720#UAA928,705750616,pA,picoampere
0112/2///62720#UAA929,705750617,pC,picocoulomb
0112/2///62720#UAA930,705750640,pF,picofarad
0112/2///62720#UAA931,705750641,pF/m,picofarad per metre
0112/2///62720#UAA932,705750642,pH,picohenry
0112/2///62720#UAA933,705750643,pPa/km,picopascal per kilometre
0112/2///62720#UAA934,705750644,pS/m,picosiemens per metre
0112/2///62720#UAA935,705750645,pW,picowatt
0112/2///62720#UAA936,705750646,pW/m²,picowatt per square metre
0112/2///62720#UAA937,705750647,Phon,phon
0112/2///62720#UAA938,705750648,pixel,pixel
0112/2///62720#UAA939,705750649,pk (UK),peck (UK)
0112/2///62720#UAA940,705750672,pk (UK)/d,peck (UK) per day
0112/2///62720#UAA941,705750673,pk (UK)/h,peck (UK) per hour
0112/2///62720#UAA942,705750674,pk (UK)/min,peck (UK) per minute
0112/2///62720#UAA943,705750675,pk (UK)/s,peck (UK) per second
0112/2///62720#UAA944,705750676,pk (US dry)/d,peck (US dry) per day
0112/2///62720#UAA945,705750677,pk (US dry)/h,peck (US dry) per hour
0112/2///62720#UAA946,705750678,pk (US dry)/min,peck (US dry) per minute
0112/2///62720#UAA947,705750679,pk (US dry)/s,peck (US dry) per second
0112/2///62720#UAA948,705750680,pk (US),peck (US)
0112/2///62720#UAA949,705750681,pm,picometre
0112/2///62720#UAA950,705750704,ps,picosecond
0112/2///62720#UAA951,705750705,psi/psi,psi per psi
0112/2///62720#UAA952,705750706,pt (UK),pint (UK)
0112/2///62720#UAA953,705750707,pt (UK)/d,pint (UK) per day
0112/2///62720#UAA954,705750708,pt (UK)/h,pint (UK) per hour
0112/2///62720#UAA955,705750709,pt (UK)/min,pint (UK) per minute
0112/2///62720#UAA956,705750710,pt (UK)/s,pint (UK) per second
0112/2///62720#UAA957,705750711,pt (US liq.),pint (US liquid)
0112/2///62720#UAA958,705750712,pt (US liq.)/d,pint (US liquid) per day
0112/2///62720#UAA959,705750713,pt (US liq.)/h,pint (US liquid) per hour
0112/2///62720#UAA960,705750736,pt (US liq.)/min,pint (US liquid) per minute
0112/2///62720#UAA961,705750737,pt (US liq.)/s,pint (US liquid) per second
0112/2///62720#UAA962,705750738,pt (US dry),pint (US dry)
0112/2///62720#UAA963,705750739,qt (UK liq.),quart (UK)
0112/2///62720#UAA964,705750740,qt (US liq.),quart (US liquid)
0112/2///62720#UAA965,705750741,qt (US dry),quart (US dry)
0112/2///62720#UAA966,705750742,rad,radian
0112/2///62720#UAA967,705750743,rad/m,radian per metre
0112/2///62720#UAA968,705750744,rad/s,radian per second
0112/2///62720#UAA969,705750745,rad/s²,radian per second squared
0112/2///62720#UAA970,705750768,rd (US),rod (based on US survey foot)
0112/2///62720#UAA971,705750769,rem,roentgen equivalent
0112/2///62720#UAA972,705750770,s,second
0112/2///62720#UAA973,705750771,s⁻¹,reciprocal second
0112/2///62720#UAA974,705750772,1/(s·m²),reciprocal second per square metre
0112/2///62720#UAA975,705750773,1/(s·m³),reciprocal second per cubic metre
0112/2///62720#UAA976,705750774,1/(s·sr),reciprocal second per steradian
0112/2///62720#UAA977,705750775,1/(s·sr·m²),reciprocal second per steradian square metre
0112/2///62720#UAA978,705750776,slug,slug
0112/2///62720#UAA979,705750777,slug/d,slug per day
0112/2///62720#UAA980,705750800,slug/(ft·s),slug per foot second
0112/2///62720#UAA981,705750801,slug/ft³,slug per cubic foot
0112/2///62720#UAA982,705750802,slug/h,slug per hour
0112/2///62720#UAA983,705750803,slug/min,slug per minute
0112/2///62720#UAA984,705750804,slug/s,slug per second
0112/2///62720#UAA985,705750805,sone,sone
0112/2///62720#UAA986,705750806,sr,steradian
0112/2///62720#UAA987,705750807,st,stere
0112/2///62720#UAA988,705750808,t,tonne (metric ton)
0112/2///62720#UAA989,705750809,t/K,tonne per kelvin
0112/2///62720#UAA990,705750832,t/bar,tonne per bar
0112/2///62720#UAA991,705750833,t/d,tonne per day
0112/2///62720#UAA992,705750834,t/(d·K),tonne per day kelvin
0112/2///62720#UAA993,705750835,t/(d·bar),tonne per day bar
0112/2///62720#UAA994,705750836,t/h,tonne per hour
0112/2///62720#UAA995,705750837,t/(h·K),tonne per hour kelvin
0112/2///62720#UAA996,705750838,t/(h·bar),tonne per hour bar
0112/2///62720#UAA997,705750839,t/m³,tonne per cubic metre
0112/2///62720#UAA998,705750840,t/(m³·K),tonne per cubic metre kelvin
0112/2///62720#UAA999,705750841,t/(m³·bar),tonne per cubic metre bar
0112/2///62720#UAB000,705774096,t/min,tonne per minute
0112/2///62720#UAB001,705774097,t/(min·K),tonne per minute kelvin
0112/2///62720#UAB002,705774098,t/(min·bar),tonne per minute bar
0112/2///62720#UAB003,705774099,t/s,tonne per second
0112/2///62720#UAB004,705774100,t/(s·K),tonne per second kelvin
0112/2///62720#UAB005,705774101,t/(s·bar),tonne per second bar
0112/2///62720#UAB006,705774102,tablespoon (US),tablespoon
0112/2///62720#UAB007,705774103,teaspoon (US),teaspoon
0112/2///62720#UAB008,705774104,British shipping ton,ton (UK shipping)
0112/2///62720#UAB009,705774105,ton (UK),ton (UK) or long ton (US)
0112/2///62720#UAB010,705774128,ton (UK)/d,ton long per day
0112/2///62720#UAB011,705774129,US) shipping ton,ton (US shipping)
0112/2///62720#UAB012,705774130,ton (US),ton (US) or short ton (UK/US)
0112/2///62720#UAB013,705774131,ton (US)/°F,ton short per degree Fahrenheit
0112/2///62720#UAB014,705774132,ton (US)/d,ton short per day
0112/2///62720#UAB015,705774133,ton (US)/(h·°F),ton short per hour degree Fahrenheit
0112/2///62720#UAB016,705774134,ton (US)/(h·psi),ton short per hour psi
0112/2///62720#UAB017,705774135,ton (US)/psi,ton short per psi
0112/2///62720#UAB018,705774136,ton.l/yd³ (UK),ton (UK long) per cubic yard
0112/2///62720#UAB019,705774137,ton.s (US)/h,ton (US) per hour
0112/2///62720#UAB020,705774160,ton.s/yd³ (US),ton (US short) per cubic yard
0112/2///62720#UAB021,705774161,ton·sh-force,ton-force (US short)
0112/2///62720#UAB022,705774162,Torr,torr
0112/2///62720#UAB023,705774163,var,volt ampere reactive
0112/2///62720#UAB024,705774164,wk,week
0112/2///62720#UAB025,705774165,y (365 days),common year
0112/2///62720#UAB026,705774166,y,year
0112/2///62720#UAB027,705774167,y⁻¹,reciprocal year
0112/2///62720#UAB028,705774168,y (sidereal),sidereal year
0112/2///62720#UAB029,705774169,y (tropical),tropical year
0112/2///62720#UAB030,705774192,yd,yard
0112/2///62720#UAB031,705774193,yd/°F,yard per degree Fahrenheit
0112/2///62720#UAB032,705774194,yd/psi,yard per psi
0112/2///62720#UAB033,705774195,yd⁻³,reciprocal cubic yard
0112/2///62720#UAB034,705774196,yd²,square yard
0112/2///62720#UAB035,705774197,yd³,cubic yard
0112/2///62720#UAB036,705774198,yd³/°F,cubic yard per degree Fahrenheit
0112/2///62720#UAB037,705774199,yd³/d,cubic yard per day
0112/2///62720#UAB038,705774200,yd³/h,cubic yard per hour
0112/2///62720#UAB039,705774201,yd³/psi,cubic yard per psi
0112/2///62720#UAB040,705774224,yd³/min,cubic yard per minute
0112/2///62720#UAB041,705774225,yd³/s,cubic yard per second
0112/2///62720#UAB042,705774226,Gal,Galileo
0112/2///62720#UAB043,705774227,mGal,milligal
0112/2///62720#UAB044,705774228,in/s²,inch per second squared
0112/2///62720#UAB045,705774229,dyn·s/cm⁵,dyne second per centimetre to the fifth power
0112/2///62720#UAB046,705774230,kCi,kilocurie
0112/2///62720#UAB047,705774231,GBq,gigabecquerel
0112/2///62720#UAB048,705774232,a,are
0112/2///62720#UAB049,705774233,daa,decare
0112/2///62720#UAB050,705774256,mi²,square mile
0112/2///62720#UAB051,705774257,A/mm²,ampere per square millimetre
0112/2///62720#UAB052,705774258,A/cm²,ampere per square centimetre
0112/2///62720#UAB053,705774259,kA·h,kiloampere hour
0112/2///62720#UAB054,705774260,V/cm,volt per centimetre
0112/2///62720#UAB055,705774261,erg/(cm²·s),erg per square centimetre second
0112/2///62720#UAB056,705774262,mR,milliroentgen
0112/2///62720#UAB057,705774263,kR,kiloroentgen
0112/2///62720#UAB058,705774264,Å⁻¹,reciprocal ångström
0112/2///62720#UAB059,705774265,kp,kilopond
0112/2///62720#UAB060,705774288,kPa/mm,kilopascal per millimetre
0112/2///62720#UAB061,705774289,erg/g,erg per gram
0112/2///62720#UAB062,705774290,hm,hectometre
0112/2///62720#UAB063,705774291,fm,femtometre
0112/2///62720#UAB064,705774292,dam,decametre
0112/2///62720#UAB065,705774293,NM,nautical mile
0112/2///62720#UAB066,705774294,ua,astronomical unit
0112/2///62720#UAB067,705774295,pc,parsec
0112/2///62720#UAB068,705774296,fth,fathom (based on US survey foot)
0112/2///62720#UAB069,705774297,ly,light year
0112/2///62720#UAB070,705774320,kg/mm,kilogram per millimetre
0112/2///62720#UAB071,705774321,lb/in,pound (avoirdupois) per inch
0112/2///62720#UAB072,705774322,A/mm,ampere per millimetre
0112/2///62720#UAB073,705774323,A/cm,ampere per centimetre
0112/2///62720#UAB074,705774324,Wb/mm,weber per millimetre
0112/2///62720#UAB075,705774325,dag,decagram
0112/2///62720#UAB076,705774326,dg,decigram
0112/2///62720#UAB077,705774327,cg,centigram
0112/2///62720#UAB078,705774328,dt,decitonne
0112/2///62720#UAB079,705774329,hg,hectogram
0112/2///62720#UAB080,705774352,kt,kilotonne
0112/2///62720#UAB081,705774353,st,stone (UK)
0112/2///62720#UAB082,705774354,tr oz,troy ounce
0112/2///62720#UAB083,705774355,u,unified atomic mass unit
0112/2///62720#UAB084,705774356,dN·m,decinewton metre
0112/2///62720#UAB085,705774357,ml/(cm²·s),millilitre per square centimetre second
0112/2///62720#UAB086,705774358,ft³/(min/ft²),cubic foot per minute per square foot
0112/2///62720#UAB087,705774359,hbar,hectobar
0112/2///62720#UAB088,705774360,kbar,kilobar
0112/2///62720#UAB089,705774361,µbar,microbar
0112/2///62720#UAB090,705774384,Ω·cm,ohm centimetre
0112/2///62720#UAB091,705774385,Ci/kg,curie per kilogram
0112/2///62720#UAB092,705774386,MBq/kg,megabecquerel per kilogram
0112/2///62720#UAB093,705774387,MJ/kg,megajoule per kilogram
0112/2///62720#UAB094,705774388,dl/g,decilitre per gram
0112/2///62720#UAB095,705774389,ml/kg,millilitre per kilogram
0112/2///62720#UAB096,705774390,calIT/(s·cm²·K),calorie (international table) per second square centimetre kelvin
0112/2///62720#UAB097,705774391,calth/(s·cm²·K),calorie (thermochemical) per second square centimetre kelvin
0112/2///62720#UAB098,705774392,BtuIT/(s·ft²·°R),British thermal unit (international table) per second square foot degree Rankine
0112/2///62720#UAB099,705774393,BtuIT/(h·ft²·°R),British thermal unit (international table) per hour square foot degree Rankine
0112/2///62720#UAB100,705775120,C/mm²,coulomb per square millimetre
0112/2///62720#UAB101,705775121,C/cm²,coulomb per square centimetre
0112/2///62720#UAB102,705775122,dyn·s/cm³,dyne second per cubic centimetre
0112/2///62720#UAB103,705775123,g/cm²,gram per square centimetre
0112/2///62720#UAB104,705775124,oz/yd²,ounce (avoirdupois) per square yard
0112/2///62720#UAB105,705775125,oz/ft²,ounce (avoirdupois) per square foot
0112/2///62720#UAB106,705775126,dyn/cm,dyne per centimetre
0112/2///62720#UAB107,705775127,BtuIT/(s·ft·°R),British thermal unit (international table) per second foot degree Rankine
0112/2///62720#UAB108,705775128,calIT/(s·cm·K),calorie (international table) per second centimetre kelvin
0112/2///62720#UAB109,705775129,calth/(s·cm·K),calorie (thermochemical) per second centimetre kelvin
0112/2///62720#UAB110,705775152,kn,knot
0112/2///62720#UAB111,705775153,mph,mile per hour
0112/2///62720#UAB112,705775154,Ml,megalitre
0112/2///62720#UAB113,705775155,dl,decilitre
0112/2///62720#UAB114,705775156,kl,kilolitre
0112/2///62720#UAB115,705775157,dal,decalitre
0112/2///62720#UAB116,705775158,std,standard
0112/2///62720#UAB117,705775159,bbl (US dry),dry barrel (US)
0112/2///62720#UAB118,705775160,gal (US dry),dry gallon (US)
0112/2///62720#UAB119,705775161,C/mm³,coulomb per cubic millimetre
0112/2///62720#UAB120,705775184,C/cm³,coulomb per cubic centimetre
0112/2///62720#UAB121,705775185,kl/h,kilolitre per hour
0112/2///62720#UAB122,705775186,EJ,exajoule
0112/2///62720#UAB123,705775187,PJ,petajoule
0112/2///62720#UAB124,705775188,fJ,femtojoule
0112/2///62720#UAB125,705775189,aJ,attojoule
0112/2///62720#UAB126,705775190,Bq/m³,becquerel per cubic metre
0112/2///62720#UAB127,705775191,b/eV,barn per electronvolt
0112/2///62720#UAB128,705775192,b/sr,barn per steradian
0112/2///62720#UAB129,705775193,kbyte,kilobyte
0112/2///62720#UAB130,705775216,kPa·m²/g,kilopascal square metre per gram
0112/2///62720#UAB131,705775217,Mbyte,megabyte
0112/2///62720#UAB132,705775218,oz·in,ounce (avoirdupois) inch
0112/2///62720#UAB133,705775219,oz·ft,ounce (avoirdupois) foot
0112/2///62720#UAB134,705775220,Oe,oersted
0112/2///62720#UAB135,705775221,Gs,gauss
0112/2///62720#UAB136,705775222,kGs,kilogauss
0112/2///62720#UAB137,705775223,lb/in²,pound (avoirdupois) per square inch
0112/2///62720#UAB138,705775224,klbf/in²,kilopound-force per square inch
0112/2///62720#UAB139,705775225,cal₁₅,calorie (15 °C)
0112/2///62720#UAB140,705775248,b/(sr·eV),barn per steradian electronvolt
0112/2///62720#UAB141,705775249,BtuIT/(lb·°R),British thermal unit (international table) per pound degree Rankine
0112/2///62720#UAB142,705775250,C/mol,coulomb per mole
0112/2///62720#UAB143,705775251,m³/C,cubic metre per coulomb
0112/2///62720#UAB144,705775252,dyn·s/cm,dyne second per centimetre
0112/2///62720#UAB145,705775253,erg/cm,erg per centimetre
0112/2///62720#UAB146,705775254,erg/cm³,erg per cubic centimetre
0112/2///62720#UAB147,705775255,erg/(g·s),erg per gram second
0112/2///62720#UAB149,705775257,erg·cm²/g,erg square centimetre per gram
0112/2///62720#UAB150,705775280,BtuIT/lb,British thermal unit (international table) per pound
0112/2///62720#UAB151,705775281,J·s,joule second
0112/2///62720#UAB152,705775282,Gibit,gibibit
0112/2///62720#UAB153,705775283,calth/g,calorie (thermochemical) per gram
0112/2///62720#UAB154,705775284,kgf·m/s,kilogram-force metre per second
0112/2///62720#UAB155,705775285,Mx,maxwell
0112/2///62720#UAB156,705775286,Gbit,gigabit
0112/2///62720#UAB157,705775287,m⁻²/s,reciprocal square metre reciprocal second
0112/2///62720#UAB158,705775288,Kibit,kibibit
0112/2///62720#UAB159,705775289,kbit,kilobit
0112/2///62720#UAB160,705775312,kV·A·h,kilovolt ampere hour
0112/2///62720#UAB161,705775313,rad·m²/mol,radian square metre per mole
0112/2///62720#UAB162,705775314,rad·m²/kg,radian square metre per kilogram
0112/2///62720#UAB163,705775315,m⁻³/s,reciprocal cubic metre per second
0112/2///62720#UAB164,705775316,1/(eV·m³),reciprocal electron volt per cubic metre
0112/2///62720#UAB165,705775317,1/(J·m³),reciprocal joule per cubic metre
0112/2///62720#UAB166,705775318,Kt,metric carat
0112/2///62720#UAB167,705775319,Mibit,mebibit
0112/2///62720#UAB168,705775320,cm²/erg,square centimetre per erg
0112/2///62720#UAB169,705775321,cm²/(sr·erg),square centimetre per steradian erg
0112/2///62720#UAB170,705775344,m·K,metre kelvin
0112/2///62720#UAB171,705775345,Mbit,megabit
0112/2///62720#UAB172,705775346,V²/K²,volt squared per kelvin squared
0112/2///62720#UAB173,705775347,V/K,volt per kelvin
0112/2///62720#UAB174,705775348,kg/cm²,kilogram per square centimetre
0112/2///62720#UAB175,705775349,W/(m²·K⁴),watt per square metre kelvin to the fourth power
0112/2///62720#UAB176,705775350,calIT/g,calorie (international table) per gram
0112/2///62720#UAB177,705775351,MJ/s,megajoule per second
0112/2///62720#UAB178,705775352,s/(m³·rad),second per cubic metre radian
0112/2///62720#UAB179,705775353,dam³,cubic decametre
0112/2///62720#UAB180,705775376,dram (av.),dram (US)
0112/2///62720#UAB181,705775377,dr (troy),dram (UK)
0112/2///62720#UAB182,705775378,pwt,pennyweight
0112/2///62720#UAB183,705775379,N/cm²,newton per square centimetre
0112/2///62720#UAB184,705775380,kcalth/h,kilocalorie (thermochemical) per hour
0112/2///62720#UAB185,705775381,Gbyte,gigabyte
0112/2///62720#UAB186,705775382,Tbyte,terabyte
0112/2///62720#UAB187,705775383,Pbyte,petabyte
0112/2///62720#UAB188,705775384,J/cm²,joule per square centimetre
0112/2///62720#UAB189,705775385,kgf·m/cm²,kilogram-force metre per square centimetre
0112/2///62720#UAB190,705775408,Pbit,petabit
0112/2///62720#UAB191,705775409,Tbit,terabit
0112/2///62720#UAB192,705775410,lbf/ft,pound-force per foot
0112/2///62720#UAB193,705775411,cm²/g,square centimetre per gram
0112/2///62720#UAB194,705775412,lb·in,pound (avoirdupois) inch
0112/2///62720#UAB195,705775413,kvar·h,kilovolt ampere reactive hour
0112/2///62720#UAB196,705775414,kat,katal
0112/2///62720#UAB197,705775415,lb (US),troy pound (US)
0112/2///62720#UAB198,705775416,Mvar·h,megavolt ampere reactive hour
0112/2///62720#UAB199,705775417,Mvar,megavolt ampere reactive
0112/2///62720#UAB200,705776144,mho,mho
0112/2///62720#UAB201,705776145,µmho,micromho
0112/2///62720#UAB202,705776146,qr. l.,quarter (UK)
0112/2///62720#UAB203,705776147,ch (UK),Gunter's chain
0112/2///62720#UAB204,705776148,fur,furlong
0112/2///62720#UAB205,705776149,mil (angle),mil
0112/2///62720#UAB206,705776150,rev,revolution
0112/2///62720#UAB207,705776151,cmil,circular mil
0112/2///62720#UAB208,705776152,mi² (US survey),square mile (based on U.S. survey foot)
0112/2///62720#UAB209,705776153,ft⁴,foot to the fourth power
0112/2///62720#UAB210,705776176,Bi,biot
0112/2///62720#UAB211,705776177,Gi,gilbert
0112/2///62720#UAB212,705776178,Fr,franklin
0112/2///62720#UAB213,705776179,γ,gamma
0112/2///62720#UAB214,705776180,unit pole,unit pole
0112/2///62720#UAB215,705776181,Ω·cmil/ft,ohm circular mil per foot
0112/2///62720#UAB216,705776182,Btu (39 ºF),British thermal unit (39 ºF)
0112/2///62720#UAB217,705776183,Btu (59 ºF),British thermal unit (59 ºF)
0112/2///62720#UAB218,705776184,Btu (60 ºF),British thermal unit (60 ºF)
0112/2///62720#UAB219,705776185,cal₂₀,calorie (20 ºC)
0112/2///62720#UAB220,705776208,ft·pdl,foot poundal
0112/2///62720#UAB221,705776209,quad,quad (10¹⁵ BtuIT)
0112/2///62720#UAB222,705776210,thm (EC),therm (EC)
0112/2///62720#UAB223,705776211,thm (US),therm (U.S.)
0112/2///62720#UAB224,705776212,W/cm²,watt per square centimetre
0112/2///62720#UAB225,705776213,W/in²,watt per square inch
0112/2///62720#UAB226,705776214,shake,shake
0112/2///62720#UAB227,705776215,pdl/ft²)·s,poundal second per square foot
0112/2///62720#UAB228,705776216,rhe,rhe
0112/2///62720#UAB229,705776217,mi/min,mile per minute
0112/2///62720#UAB230,705776240,mi/s,mile per second
0112/2///62720#UAB231,705776241,r/min,revolution per minute
0112/2///62720#UAB232,705776242,kip,kilopound-force
0112/2///62720#UAB233,705776243,pdl,poundal
0112/2///62720#UAB234,705776244,AT,"ton, assay"
0112/2///62720#UAB235,705776245,cmHg (0 ºC),centimetre of mercury (0 ºC)
0112/2///62720#UAB236,705776246,cmH₂O (4 °C),centimetre of water (4 ºC)
0112/2///62720#UAB237,705776247,"ftH₂O (39,2 ºF)",foot of water (39.2 ºF)
0112/2///62720#UAB238,705776248,inHg (32 ºF),inch of mercury (32 ºF)
0112/2///62720#UAB239,705776249,inHg (60 ºF),inch of mercury (60 ºF)
0112/2///62720#UAB240,705776272,"inH₂O (39,2 ºF)",inch of water (39.2 ºF)
0112/2///62720#UAB241,705776273,inH₂O (60 ºF),inch of water (60 ºF)
0112/2///62720#UAB242,705776274,ksi,kip per square inch
0112/2///62720#UAB243,705776275,pdl/ft²,poundal per square foot
0112/2///62720#UAB244,705776276,den,denier
0112/2///62720#UAB245,705776277,lb/yd,pound (avoirdupois) per yard
0112/2///62720#UAB246,705776278,tex,tex
0112/2///62720#UAB247,705776279,ft²/h,square foot per hour
0112/2///62720#UAB248,705776280,ºF/(BtuIT/h),degree Fahrenheit hour per British thermal unit (international table)
0112/2///62720#UAB249,705776281,ºF/(Btuth/h),degree Fahrenheit hour per British thermal unit (thermochemical)
0112/2///62720#UAB250,705776304,ºF/(BtuIT/s),degree Fahrenheit second per British thermal unit (international table)
0112/2///62720#UAB251,705776305,ºF/(Btuth/s),degree Fahrenheit second per British thermal unit (thermochemical)
0112/2///62720#UAB252,705776306,ºF·h·ft²/(BtuIT·in),degree Fahrenheit hour square foot per British thermal unit (international table) inch
0112/2///62720#UAB253,705776307,ºF·h·ft²/(Btuth·in),degree Fahrenheit hour square foot per British thermal unit (thermochemical) inch
0112/2///62720#UAB254,705776308,lm/ft²,lumen per square foot
0112/2///62720#UAB255,705776309,ph,phot
0112/2///62720#UAB256,705776310,ftc,footcandle
0112/2///62720#UAB257,705776311,cd/in²,candela per square inch
0112/2///62720#UAB258,705776312,ftL,footlambert
0112/2///62720#UAB259,705776313,Lb,lambert
0112/2///62720#UAB260,705776336,sb,stilb
0112/2///62720#UAB261,705776337,oz/in²,ounce (avoirdupois) per square inch
0112/2///62720#UAB262,705776338,lb/ft²,pound (avoirdupois) per square foot
0112/2///62720#UAB263,705776339,BtuIT/(ft²·h),British thermal unit (international table) per square foot hour
0112/2///62720#UAB264,705776340,Btuth/(ft²·h),British thermal unit (thermochemical) per square foot hour
0112/2///62720#UAB265,705776341,Btuth/(ft²·min),British thermal unit (thermochemical) per square foot minute
0112/2///62720#UAB266,705776342,BtuIT/(ft²·s),British thermal unit (international table) per square foot second
0112/2///62720#UAB267,705776343,Btuth/(ft²·s),British thermal unit (thermochemical) per square foot second
0112/2///62720#UAB268,705776344,BtuIT/(in²·s),British thermal unit (international table) per square inch second
0112/2///62720#UAB269,705776345,calth/(cm²·min),calorie (thermochemical) per square centimetre minute
0112/2///62720#UAB270,705776368,calth/(cm²·s),calorie (thermochemical) per square centimetre second
0112/2///62720#UAB271,705776369,BtuIT/ºF,British thermal unit (international table) per degree Fahrenheit
0112/2///62720#UAB272,705776370,Btuth/ºF,British thermal unit (thermochemical) per degree Fahrenheit
0112/2///62720#UAB273,705776371,BtuIT/ºR,British thermal unit (international table) per degree Rankine
0112/2///62720#UAB274,705776372,Btuth/ºR,British thermal unit (thermochemical) per degree Rankine
0112/2///62720#UAB275,705776373,Btuth/°R)/lb,British thermal unit (thermochemical) per pound degree Rankine
0112/2///62720#UAB276,705776374,BtuIT/(h·ft²·ºF),British thermal unit (international table) per hour square foot degree Fahrenheit
0112/2///62720#UAB277,705776375,Btuth/(h·ft²·ºF),British thermal unit (thermochemical) per hour square foot degree Fahrenheit
0112/2///62720#UAB278,705776376,BtuIT/(s·ft²·ºF),British thermal unit (international table) per second square foot degree Fahrenheit
0112/2///62720#UAB279,705776377,Btuth/(s·ft²·ºF),British thermal unit (thermochemical) per second square foot degree Fahrenheit
0112/2///62720#UAB280,705776400,BtuIT/ft³,British thermal unit (international table) per cubic foot
0112/2///62720#UAB281,705776401,Btuth/ft³,British thermal unit (thermochemical) per cubic foot
0112/2///62720#UAB282,705776402,Btuth/lb,British thermal unit (thermochemical) per pound
0112/2///62720#UAB283,705776403,BtuIT/ft²,British thermal unit (international table) per square foot
0112/2///62720#UAB284,705776404,Btuth/ft²,British thermal unit (thermochemical) per square foot
0112/2///62720#UAB285,705776405,calth/cm²,calorie (thermochemical) per square centimetre
0112/2///62720#UAB286,705776406,ft (US survey),foot (U.S. survey)
0112/2///62720#UAB287,705776407,mi (US survey),mile (based on U.S. survey foot)
0112/2///62720#UAB288,705776408,acre‑ft (US survey),acre‑foot (based on U.S. survey foot)
0112/2///62720#UAB289,705776409,cord,cord (128 ft3)
0112/2///62720#UAB290,705776432,mi³,cubic mile (UK statute)
0112/2///62720#UAB291,705776433,RT,"ton, register"
0112/2///62720#UAB292,705776434,lbf·ft/in,pound-force foot per inch
0112/2///62720#UAB293,705776435,lbf·in/in,pound-force inch per inch
0112/2///62720#UAB294,705776436,perm (0 ºC),perm (0 ºC)
0112/2///62720#UAB295,705776437,perm (23 ºC),perm (23 ºC)
0112/2///62720#UAB296,705776438,Ly,langley
0112/2///62720#UAB297,705776439,b,barn
0112/2///62720#UAB298,705776440,mGy/s,milligray per second
0112/2///62720#UAB299,705776441,µGy/s,microgray per second
0112/2///62720#UAB300,705777168,nGy/s,nanogray per second
0112/2///62720#UAB301,705777169,Sv/s,sievert per second
0112/2///62720#UAB302,705777170,mSv/s,millisievert per second
0112/2///62720#UAB303,705777171,µSv/s,microsievert per second
0112/2///62720#UAB304,705777172,nSv/s,nanosievert per second
0112/2///62720#UAB305,705777173,byte/s,byte per second
0112/2///62720#UAB306,705777174,kbyte/s,kilobyte per second
0112/2///62720#UAB307,705777175,Mbyte/s,megabyte per second
0112/2///62720#UAB308,705777176,N·m/°,newton metre per degree
0112/2///62720#UAB309,705777177,N·m/rad,newton metre per radian
0112/2///62720#UAB310,705777200,kg/(m³·Pa),kilogram per cubic metre pascal
0112/2///62720#UAB311,705777201,P/Pa,poise per pascal
0112/2///62720#UAB312,705777202,V/Pa,volt per pascal
0112/2///62720#UAB313,705777203,m/(s·bar),metre per second bar
0112/2///62720#UAB314,705777204,St/Pa,stokes per pascal
