Id,Name,Link,ConformanceUnits
1003,ProjectInfoType,"https://reference.opcfoundation.org/IREDES/v100/docs/7.1.2","IREDES ProjectInfoType;"
1004,DisplayToOperatorType,"https://reference.opcfoundation.org/IREDES/v100/docs/7.4.2","IREDES DisplayToOperatorType;"
1005,IREDESType,"https://reference.opcfoundation.org/IREDES/v100/docs/7.8.2","IREDES IREDESType;"
1006,EquipmentInfoType,"https://reference.opcfoundation.org/IREDES/v100/docs/7.2.2","IREDES EquipmentInfoType;"
1007,OpPerfLogType,"https://reference.opcfoundation.org/IREDES/v100/docs/7.9.2","IREDES OpPerfLogType;"
1008,IROptionType,"https://reference.opcfoundation.org/IREDES/v100/docs/7.5.2","IREDES IROptionType;"
1009,GenHeadType,"https://reference.opcfoundation.org/IREDES/v100/docs/7.3.2","IREDES GenHeadType;"
1010,IRWorkOrderReplyGenType,"",""
1011,IRLTMMonType,"https://reference.opcfoundation.org/IREDES/v100/docs/7.13.2","IREDES IRLTMMonType;"
1012,SiteHeadType,"https://reference.opcfoundation.org/IREDES/v100/docs/7.6.2","IREDES SiteHeadType;"
1013,IRpPerfGenType,"https://reference.opcfoundation.org/IREDES/v100/docs/7.10.2","IREDES IRpPerfGenType;"
1014,IRLTPlanType,"https://reference.opcfoundation.org/IREDES/v100/docs/7.14.2","IREDES  IRLTPlanType;"
1015,GenTrailerType,"https://reference.opcfoundation.org/IREDES/v100/docs/7.7.2","IREDES GenTrailerType;"
1016,IRreplyType,"",""
1017,IRplanGenType,"https://reference.opcfoundation.org/IREDES/v100/docs/7.11.2","IREDES IRplanGenType;"
1018,LTPPaccPtsType,"https://reference.opcfoundation.org/IREDES/v100/docs/7.18.2","IREDES LTPPaccPtsType;"
1019,LTPPLoadRepType,"https://reference.opcfoundation.org/IREDES/v100/docs/7.19.2","IREDES LTPPLoadRepType;"
1020,IRStatusGenType,"https://reference.opcfoundation.org/IREDES/v100/docs/7.12.2","IREDES IRStatusGenType;"
1021,IRWorkOrderGenType,"",""
1022,LTPPwaitProcType,"https://reference.opcfoundation.org/IREDES/v100/docs/7.15.2","IREDES LTPPwaitProcType;"
1025,LTPPTimeRepType,"https://reference.opcfoundation.org/IREDES/v100/docs/7.16.2","IREDES LTPPTimeRepType;"
1026,IRLTPPerfType,"https://reference.opcfoundation.org/IREDES/v100/docs/7.20.2","IREDES IRLTPPerfType;"
1028,LTPPMissionType,"https://reference.opcfoundation.org/IREDES/v100/docs/7.17.2","IREDES LTPPMissionType;"
1030,IRLHDTruckType,"https://reference.opcfoundation.org/IREDES/v100/docs/7.21.2","IREDES IRLHDTruckType;"
3000,IRtextShort,"https://reference.opcfoundation.org/IREDES/v100/docs/6.4.1","IREDES Component;"
3001,IRtext,"https://reference.opcfoundation.org/IREDES/v100/docs/6.4.1","IREDES Component;"
3002,IRtextLong,"https://reference.opcfoundation.org/IREDES/v100/docs/6.4.2","IREDES Component;"
3003,IRLengthDataType,"https://reference.opcfoundation.org/IREDES/v100/docs/6.1","IREDES Component;"
3004,JobAssignmentTimeDataType,"https://reference.opcfoundation.org/IREDES/v100/docs/6.2","IREDES Component;"
3005,IRangle,"https://reference.opcfoundation.org/IREDES/v100/docs/6.4.3","IREDES Component;"
3006,DispFlag,"https://reference.opcfoundation.org/IREDES/v100/docs/6.5","IREDES Component;"
3007,IRVersion,"https://reference.opcfoundation.org/IREDES/v100/docs/6.4.4","IREDES Component;"
3008,AnyURI,"https://reference.opcfoundation.org/IREDES/v100/docs/6.4.5","IREDES Component;"
3009,Answer,"https://reference.opcfoundation.org/IREDES/v100/docs/6.6","IREDES Component;"
3012,LTPPMptFromType,"https://reference.opcfoundation.org/IREDES/v100/docs/6.7","IREDES Component;"
3015,LTPPMptToType,"https://reference.opcfoundation.org/IREDES/v100/docs/6.8","IREDES Component;"
3018,LTPPMaction,"https://reference.opcfoundation.org/IREDES/v100/docs/6.9","IREDES Component;"
5076,http://opcfoundation.org/UA/Mining/ExternalStandards/IREDES,"https://reference.opcfoundation.org/IREDES/v100/docs/9.1",""
