Id,Name,Link,ConformanceUnits
1,ApplicationRecordDataType,"https://reference.opcfoundation.org/GDS/docs/6.6.5","GDS Application Directory;"
13,DirectoryType,"https://reference.opcfoundation.org/GDS/docs/6.6.3","GDS Application Directory;"
15,FindApplications,"https://reference.opcfoundation.org/GDS/docs/6.6.4",""
18,RegisterApplication,"https://reference.opcfoundation.org/GDS/docs/6.6.6",""
21,UnregisterApplication,"https://reference.opcfoundation.org/GDS/docs/6.6.8",""
23,QueryServers,"https://reference.opcfoundation.org/GDS/docs/6.6.11",""
26,ApplicationRegistrationChangedAuditEventType,"https://reference.opcfoundation.org/GDS/docs/6.6.12","GDS Application Directory;"
55,KeyCredentialManagementFolderType,"https://reference.opcfoundation.org/GDS/docs/8.5.2","GDS Key Credential Service Pull Model;"
63,CertificateDirectoryType,"https://reference.opcfoundation.org/GDS/docs/7.9.2","GDS Certificate Manager Pull Model;"
76,StartNewKeyPairRequest,"https://reference.opcfoundation.org/GDS/docs/7.9.4",""
79,StartSigningRequest,"https://reference.opcfoundation.org/GDS/docs/7.9.3",""
85,FinishRequest,"https://reference.opcfoundation.org/GDS/docs/7.9.5",""
89,GetCertificates,"https://reference.opcfoundation.org/GDS/docs/7.9.8",""
91,CertificateRequestedAuditEventType,"https://reference.opcfoundation.org/GDS/docs/7.9.12","GDS Certificate Manager Pull Model;"
109,CertificateDeliveredAuditEventType,"https://reference.opcfoundation.org/GDS/docs/7.9.13","GDS Certificate Manager Pull Model;"
126,CheckRevocationStatus,"https://reference.opcfoundation.org/GDS/docs/7.9.11",""
141,Directory,"https://reference.opcfoundation.org/GDS/docs/6.6.2","GDS Application Directory;"
168,StartRequest,"https://reference.opcfoundation.org/GDS/docs/8.5.5",""
188,UpdateApplication,"https://reference.opcfoundation.org/GDS/docs/6.6.7",""
197,GetTrustList,"https://reference.opcfoundation.org/GDS/docs/7.9.9",""
210,GetApplication,"https://reference.opcfoundation.org/GDS/docs/6.6.9",""
222,GetCertificateStatus,"https://reference.opcfoundation.org/GDS/docs/7.9.10",""
233,AuthorizationServicesFolderType,"https://reference.opcfoundation.org/GDS/docs/9.6.2","GDS Authorization Service Server;"
238,GetServiceDescription,"https://reference.opcfoundation.org/GDS/docs/9.6.6",""
369,GetCertificateGroups,"https://reference.opcfoundation.org/GDS/docs/7.9.7",""
721,http://opcfoundation.org/UA/GDS/,"https://reference.opcfoundation.org/GDS/docs/10.1",""
868,QueryApplications,"https://reference.opcfoundation.org/GDS/docs/6.6.10",""
959,AuthorizationServices,"https://reference.opcfoundation.org/GDS/docs/9.6.3","GDS Authorization Service Server;"
966,AuthorizationServiceType,"https://reference.opcfoundation.org/GDS/docs/9.6.4","GDS Authorization Service Server;"
969,RequestAccessToken,"https://reference.opcfoundation.org/GDS/docs/9.6.5",""
975,AccessTokenIssuedAuditEventType,"https://reference.opcfoundation.org/GDS/docs/9.6.7","GDS Authorization Service Server;"
1004,GetServiceDescription,"https://reference.opcfoundation.org/GDS/docs/9.6.6",""
1008,KeyCredentialManagement,"https://reference.opcfoundation.org/GDS/docs/8.5.3","GDS Key Credential Service Pull Model;"
1020,KeyCredentialServiceType,"https://reference.opcfoundation.org/GDS/docs/8.5.4","GDS Key Credential Service Pull Model;"
1023,StartRequest,"https://reference.opcfoundation.org/GDS/docs/8.5.5",""
1026,FinishRequest,"https://reference.opcfoundation.org/GDS/docs/8.5.6",""
1029,Revoke,"https://reference.opcfoundation.org/GDS/docs/8.5.7",""
1039,KeyCredentialRequestedAuditEventType,"https://reference.opcfoundation.org/GDS/docs/8.5.9","GDS Key Credential Service Pull Model;"
1057,KeyCredentialDeliveredAuditEventType,"https://reference.opcfoundation.org/GDS/docs/8.5.10","GDS Key Credential Service Pull Model;"
1075,KeyCredentialRevokedAuditEventType,"https://reference.opcfoundation.org/GDS/docs/8.5.11","GDS Key Credential Service Pull Model;"
12552,TrustListMasks,"https://reference.opcfoundation.org/GDS/docs/7.8.2/#7.8.2.7","GDS Certificate Manager Pull Model;Push Model for Global Certificate and TrustList Management;"
12554,TrustListDataType,"https://reference.opcfoundation.org/GDS/docs/7.8.2/#7.8.2.6","GDS Certificate Manager Pull Model;Push Model for Global Certificate and TrustList Management;"
15003,RevokeCertificate,"https://reference.opcfoundation.org/GDS/docs/7.9.6",""
23564,TrustListValidationOptions,"https://reference.opcfoundation.org/GDS/docs/7.8.2/#7.8.2.8","GDS Certificate Manager Pull Model;Push Model for Global Certificate and TrustList Management;"
32285,TransactionErrorType,"https://reference.opcfoundation.org/GDS/docs/7.10.12","Push Model for Global Certificate and TrustList Management;"
