WellKnownRole_CertificateAuthorityAdmin_Endpoints,1685,Variable,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(59391) All'}"
WellKnownRole_CertificateAuthorityAdmin_EndpointsExclude,1684,Variable,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(59391) All'}"
WellKnownRole_CertificateAuthorityAdmin_Identities,1681,Variable,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(59391) All'}"
WellKnownRole_CertificateAuthorityAdmin_RemoveApplication,1693,Method,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(61455) All'}"
WellKnownRole_CertificateAuthorityAdmin_RemoveApplication_InputArguments,1694,Variable,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(59391) All'}"
WellKnownRole_CertificateAuthorityAdmin_RemoveEndpoint,1697,Method,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(61455) All'}"
WellKnownRole_CertificateAuthorityAdmin_RemoveEndpoint_InputArguments,1698,Variable,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(59391) All'}"
WellKnownRole_CertificateAuthorityAdmin_RemoveIdentity,1689,Method,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(61455) All'}"
WellKnownRole_CertificateAuthorityAdmin_RemoveIdentity_InputArguments,1690,Variable,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(59391) All'}"
WellKnownRole_DiscoveryAdmin_AddApplication,1672,Method,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(61455) All'}"
WellKnownRole_DiscoveryAdmin_AddApplication_InputArguments,1673,Variable,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(59391) All'}"
WellKnownRole_DiscoveryAdmin_AddEndpoint,1676,Method,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(61455) All'}"
WellKnownRole_DiscoveryAdmin_AddEndpoint_InputArguments,1677,Variable,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(59391) All'}"
WellKnownRole_DiscoveryAdmin_AddIdentity,1668,Method,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(61455) All'}"
WellKnownRole_DiscoveryAdmin_AddIdentity_InputArguments,1669,Variable,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(59391) All'}"
WellKnownRole_DiscoveryAdmin_Applications,1664,Variable,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(59391) All'}"
WellKnownRole_DiscoveryAdmin_ApplicationsExclude,1663,Variable,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(59391) All'}"
WellKnownRole_DiscoveryAdmin_Endpoints,1666,Variable,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(59391) All'}"
WellKnownRole_DiscoveryAdmin_EndpointsExclude,1665,Variable,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(59391) All'}"
WellKnownRole_DiscoveryAdmin_Identities,1662,Variable,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(59391) All'}"
WellKnownRole_DiscoveryAdmin_RemoveApplication,1674,Method,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(61455) All'}"
WellKnownRole_DiscoveryAdmin_RemoveApplication_InputArguments,1675,Variable,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(59391) All'}"
WellKnownRole_DiscoveryAdmin_RemoveEndpoint,1678,Method,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(61455) All'}"
WellKnownRole_DiscoveryAdmin_RemoveEndpoint_InputArguments,1679,Variable,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(59391) All'}"
WellKnownRole_DiscoveryAdmin_RemoveIdentity,1670,Method,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(61455) All'}"
WellKnownRole_DiscoveryAdmin_RemoveIdentity_InputArguments,1671,Variable,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(59391) All'}"
WellKnownRole_KeyCredentialAdmin_AddApplication,1729,Method,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(61455) All'}"
WellKnownRole_KeyCredentialAdmin_AddApplication_InputArguments,1730,Variable,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(59391) All'}"
WellKnownRole_KeyCredentialAdmin_AddEndpoint,1733,Method,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(61455) All'}"
WellKnownRole_KeyCredentialAdmin_AddEndpoint_InputArguments,1734,Variable,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(59391) All'}"
WellKnownRole_KeyCredentialAdmin_AddIdentity,1725,Method,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(61455) All'}"
WellKnownRole_KeyCredentialAdmin_AddIdentity_InputArguments,1726,Variable,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(59391) All'}"
WellKnownRole_KeyCredentialAdmin_Applications,1721,Variable,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(59391) All'}"
WellKnownRole_KeyCredentialAdmin_ApplicationsExclude,1720,Variable,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(59391) All'}"
WellKnownRole_KeyCredentialAdmin_Endpoints,1723,Variable,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(59391) All'}"
WellKnownRole_KeyCredentialAdmin_EndpointsExclude,1722,Variable,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(59391) All'}"
WellKnownRole_KeyCredentialAdmin_Identities,1719,Variable,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(59391) All'}"
WellKnownRole_KeyCredentialAdmin_RemoveApplication,1731,Method,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(61455) All'}"
WellKnownRole_KeyCredentialAdmin_RemoveApplication_InputArguments,1732,Variable,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(59391) All'}"
